# Template No. 1: sn2003jo x sn99ee (Ia-norm; +7)
#redshift correlation
  0.393309355 -0.076684013
  0.395196915 -0.0770807639
  0.397086978 -0.0782325715
  0.398979664 -0.0803932026
  0.400874853 -0.0836296156
  0.402772665 -0.0878837928
  0.4046731 -0.0930544287
  0.406576037 -0.0990746543
  0.408481479 -0.105962999
  0.410389662 -0.113834523
  0.412300348 -0.122870266
  0.414213538 -0.133254543
  0.41612947 -0.145100757
  0.418047905 -0.158387572
  0.419968963 -0.172925964
  0.421892643 -0.188368112
  0.423818827 -0.204258665
  0.425747752 -0.220115513
  0.427679181 -0.235520884
  0.429613352 -0.250198305
  0.431550026 -0.264056861
  0.433489442 -0.27718991
  0.435431361 -0.28982842
  0.437376022 -0.302260637
  0.439323187 -0.314736336
  0.441273093 -0.327380419
  0.443225622 -0.340134859
  0.445180774 -0.35274303
  0.447138667 -0.364779383
  0.449099064 -0.375715256
  0.451062202 -0.385005742
  0.453027964 -0.392174304
  0.454996467 -0.396877378
  0.456967592 -0.398932695
  0.45894134 -0.398307502
  0.46091783 -0.395069987
  0.462896943 -0.389319718
  0.464878798 -0.381113976
  0.466863275 -0.370411158
  0.468850493 -0.357046038
  0.470840335 -0.340745002
  0.472832918 -0.321178079
  0.474828124 -0.298039079
  0.476826191 -0.271131635
  0.47882688 -0.240445197
  0.480830193 -0.206197739
  0.482836366 -0.168836892
  0.484845161 -0.12899515
  0.486856699 -0.0874077603
  0.488870978 -0.0448087305
  0.490888 -0.00182870182
  0.492907763  0.0410841592
  0.494930148  0.0837022215
  0.496955395  0.126006544
  0.498983383  0.168125689
  0.501014113  0.210238561
  0.503047466  0.252461016
  0.50508368  0.294741571
  0.507122755  0.336787164
  0.509164453  0.378036678
  0.511208892  0.41768828
  0.513256192  0.454776078
  0.515306234  0.488281101
  0.517359018  0.517255008
  0.519414663  0.540934265
  0.52147305  0.558823824
  0.523534179  0.570736647
  0.525598168  0.576784492
  0.5276649  0.57732743
  0.529734492  0.572892845
  0.531806827  0.564082146
  0.533882022  0.551483333
  0.535959959  0.535603046
  0.538040757  0.516827226
  0.540124416  0.49541223
  0.542210817  0.471501976
  0.544300079  0.445164144
  0.546392202  0.416433722
  0.548487067  0.385355353
  0.550584912  0.352017671
  0.552685499  0.316575348
  0.554788947  0.279257268
  0.556895256  0.240364358
  0.559004426  0.200258017
  0.561116457  0.159343824
  0.563231349  0.118051589
  0.565348983  0.076815702
  0.567469597  0.0360563137
  0.569593072 -0.00383738452
  0.571719527 -0.0425210819
  0.573848724 -0.0797040015
  0.575980902 -0.11515294
  0.578115821 -0.148690522
  0.58025372 -0.180189237
  0.5823946 -0.209561124
  0.584538221 -0.236746177
  0.586684823 -0.261701792
  0.588834405 -0.284395158
  0.590986848 -0.304799139
  0.593142152 -0.322891086
  0.595300436 -0.338655204
  0.597461581 -0.35208419
  0.599625707 -0.363179803
  0.601792812 -0.371950388
  0.603962779 -0.378405452
  0.606135607 -0.382549584
  0.608311534 -0.384376854
  0.610490322 -0.383868039
  0.612672091 -0.380994499
  0.614856839 -0.375727654
  0.617044449 -0.368054122
  0.619235158 -0.357993394
  0.621428728 -0.34561643
  0.623625278 -0.331058681
  0.625824928 -0.314527929
  0.628027439 -0.296302587
  0.63023293 -0.276722759
  0.632441401 -0.256173193
  0.634652972 -0.235062897
  0.636867404 -0.213802516
  0.639084935 -0.192782611
  0.641305447 -0.172354326
  0.643528938 -0.152814329
  0.645755529 -0.134393468
  0.647984982 -0.117250815
  0.650217533 -0.101471826
  0.652453184 -0.0870724991
  0.654691815 -0.0740084425
  0.656933427 -0.062189173
  0.659178138 -0.0514954925
  0.661425829 -0.0417987369
  0.66367662 -0.0329778716
  0.66593039 -0.0249315556
  0.668187261 -0.0175820533
  0.67044723 -0.0108701773
  0.67271018 -0.00474190619
  0.67497623  0.000870195741
  0.677245378  0.00606641173
  0.679517508  0.010993449
  0.681792855  0.0158487484
  0.684071183  0.0208720732
  0.686352611  0.026324477
  0.688637137  0.0324583799
  0.690924764  0.0394840464
  0.693215489  0.0475398265
  0.695509315  0.0566721186
  0.697806358  0.0668295473
  0.700106382  0.0778718293
  0.702409506  0.0895918533
  0.704715848  0.101745322
  0.70702517  0.114081584
  0.709337711  0.126369759
  0.711653471  0.138415888
  0.713972211  0.150069475
  0.716294169  0.161220521
  0.718619347  0.171790734
  0.720947504  0.181723028
  0.723278999  0.190973222
  0.725613475  0.199506134
  0.727951288  0.207295626
  0.730292082  0.214327827
  0.732636213  0.220603719
  0.734983444  0.226138636
  0.737333894  0.230956957
  0.739687443  0.23508282
  0.74204421  0.238527641
  0.744404197  0.241279051
  0.746767402  0.243293732
  0.749133825  0.244496807
  0.751503348  0.244788885
  0.753876209  0.244058952
  0.75625217  0.24219957
  0.758631349  0.23912257
  0.761013865  0.234769061
  0.763399482  0.229113579
  0.765788436  0.222161442
  0.768180609  0.213940948
  0.770576  0.20449315
  0.77297461  0.193862766
  0.775376439  0.182092577
  0.777781606  0.169223145
  0.780189991  0.155296504
  0.782601714  0.140363529
  0.785016656  0.124491818
  0.787434816  0.107772507
  0.789856315  0.0903233588
  0.792281032  0.0722896531
  0.794709086  0.053841427
  0.79714036  0.0351692848
  0.799574971  0.0164791159
  0.80201292 -0.00201337389
  0.804454207 -0.020088492
  0.806898713 -0.0375295281
  0.809346557 -0.0541317761
  0.811797738 -0.069713138
  0.814252138 -0.0841258392
  0.816709995 -0.0972679406
  0.819171071 -0.109092176
  0.821635604 -0.119609632
  0.824103355 -0.128886789
  0.826574564 -0.137035936
  0.829048991 -0.144199654
  0.831526875 -0.150531918
  0.834008098 -0.156178549
  0.836492658 -0.161260277
  0.838980556 -0.165859938
  0.84147191 -0.170015112
  0.843966603 -0.173714757
  0.846464634 -0.176900804
  0.848966122 -0.179471761
  0.851470947 -0.181289464
  0.853979111 -0.182188138
  0.856490731 -0.18198745
  0.859005809 -0.180509597
  0.861524224 -0.177600458
  0.864046097 -0.173152685
  0.866571307 -0.16712755
  0.869099975 -0.159570396
  0.871632099 -0.150616035
  0.874167681 -0.140480354
  0.8767066 -0.129438236
  0.879248977 -0.117790587
  0.88179493 -0.105826981
  0.88434422 -0.0937908292
  0.886896968 -0.0818552822
  0.889453173 -0.070114024
  0.892012835 -0.0585886911
  0.894575953 -0.047249373
  0.897142649 -0.0360414647
  0.899712682 -0.0249101277
  0.902286291 -0.0138156097
  0.904863358 -0.00273518218
  0.907443881  0.00834777765
  0.910027981  0.0194616411
  0.912615538  0.0306624714
  0.915206552  0.0420389399
  0.917801142  0.0536999851
  0.920399189  0.0657437742
  0.923000813  0.0782133415
  0.925605893  0.0910494328
  0.92821455  0.104054734
  0.930826783  0.116882399
  0.933442473  0.129056692
  0.93606174  0.140026689
  0.938684583  0.149245083
  0.941311002  0.156256437
  0.943940878  0.160776168
  0.94657445  0.162741929
  0.949211478  0.162324339
  0.951852083  0.159894451
  0.954496384  0.155953467
  0.957144141  0.15104124
  0.959795475  0.1456438
  0.962450504  0.140120998
  0.96510911  0.134670228
  0.967771173  0.129332438
  0.97043705  0.124037459
  0.973106384  0.118674591
  0.975779414  0.113168918
  0.97845602  0.10754244
  0.981136322  0.101943538
  0.9838202  0.0966357663
  0.986507654  0.0919482633
  0.989198804  0.0881996378
  0.991893649  0.0856143832
  0.994592071  0.0842525735
  0.997294188  0.0839726105
  1.  0.0844363719
  1.00270939  0.0851586908
  1.00542259  0.0855910704
  1.00813937  0.0852207989
  1.01085973  0.0836634189
  1.0135839  0.080727607
  1.01631188  0.0764369816
  1.01904345  0.0710046068
  1.02177858  0.0647662804
  1.02451754  0.0580894575
  1.02726007  0.0512802862
  1.03000665  0.0445121713
  1.03275657  0.0377941653
  1.03551054  0.0309871919
  1.03826809  0.023864245
  1.04102921  0.016198827
  1.04379439  0.0078578284
  1.04656315 -0.00112721254
  1.04933548 -0.0105320122
  1.05211186 -0.0199653693
  1.05489182 -0.0289464146
  1.0576756 -0.037016429
  1.06046319 -0.0438585579
  1.06325459 -0.0493944138
  1.06604981 -0.0538309515
  1.06884861 -0.0576425977
  1.07165146 -0.0614878908
  1.07445788 -0.0660776868
  1.07726812 -0.0720233172
  1.08008242 -0.079699561
  1.08290029 -0.089154318
  1.08572197 -0.100085549
  1.08854747 -0.111890405
  1.09137702 -0.123774759
  1.09421015 -0.134896383
  1.09704733 -0.144509643
  1.09988809 -0.152079597
  1.1027329 -0.157344058
  1.10558152 -0.160315707
  1.10843396 -0.161231443
  1.11129045 -0.160468057
  1.11415052 -0.158449501
  1.11701465 -0.155568317
  1.11988258 -0.152136028
  1.12275457 -0.148366407
  1.12563014 -0.144384652
  1.12850976 -0.140248343
  1.13139343 -0.135965779
  1.13428092 -0.131501615
  1.13717222 -0.126768336
  1.14006734 -0.1216112
  1.14296651 -0.11579933
  1.14586973 -0.109036833
  1.14877677 -0.101001188
  1.15168786 -0.0914069638
  1.15460277 -0.0800821558
  1.15752149 -0.0670361295
  1.1604445 -0.0524970219
  1.16337132 -0.0369020812
  1.16630197 -0.0208361801
  1.16923666 -0.00492961146
  1.17217541  0.0102610867
  1.17511821  0.0243578255
  1.17806482  0.0372204036
  1.18101549  0.0489415191
  1.18397021  0.0597748831
  1.18692875  0.0700138435
  1.18989158  0.079852365
  1.19285822  0.0892687067
  1.19582891  0.0979673266
  1.19880366  0.105400309
